,text,new_label
1032,মিথিলার জানালা খোলা উকি দিবেন,bully
1033,তোর কয়ডা লাগে,bully
1034,ওয়াও ফদা মনি নি,bully
1035,তোকে ল্যাংটা পিঠালে,bully
1036,বামে গরু ডানে খাসি পরী তোমাকে ভালোবাসি টপ ফ্যান বানিয়ে নাও প্লিজ,bully
1037,বামে গরু ডানে খাসি পরী তোমাকে ভালোবাসি,bully
1038,ইচ্ছা করতাছে পদ্মা সেতুর দশটা পিলার তর পুটকি দিয়াঢুকাই দেই,bully
1039,খেলা চলছে চলবে লিংক চাইলে সাফার ইনবক্সে নক,bully
1040,ডলামনি এক্সপ্রেস কমেন্ট পড়তে এসেছিলাম বাহিরর শীত কিন্তুএখানে একটু গরম লাগলো পুরো শীত এভাবেই উষ্ণতা ছড়াও,bully
1041,রিপোর্ট মারলাম তোর আইডি ফেইসবুক ২ টা তেই,bully
1042,মাগি দেশে,bully
1043,ইসলামের আইন কায়েম থাকতপাছা কবিরকে ডিলপাথর ছুড়ে মেরে ফেলা হইত,bully
1044,পারবেন বাবা কেমায়ের পেটে দেখছিলেন কাউকেআপনি জারজ সন্তান,bully
1045,পারবেন বাবা কেমায়ের পেটে দেখছিলেন কাউকেনোট জারজ সন্তান,bully
1046,এইসব পাগলগুলারে ভাইরাল বড় আচোদা,bully
1047,হযরত জিব্রাঈল আঃ পৃথিবীতে ফোটা বৃষ্টি পড়ে সেইটা গুনতে যৌবন কালের আমল বেশী লিখা গুনতে সুবহানাল্লাহ,bully
1048,পেইজটা ডিলিট ফেইসবুক,bully
1049,তোকে খানকি বললে ঘুম আসলো নাতুই পতিতা বেশ্যা খানকিদের খারাপতারা গোনাহ এতোটুকু জানে আল্লাহ আছেআর তুই এক ধোনের নায়কা হয়ে গেছোপরকাল চোখে বিশ্বাস করবানিজেকে বড় মানের করিস নাকিতোর ধ্বংশ তারাতারি,bully
1050,অবলা নারিদের মা বানানো দেশ আপনাকে ভাবতে,bully
1051,একটা দুর্ঘটনা সারা জীবনের কান্না বোঝ ঠেলা জনি সিন সাথে সুরু করছোস,bully
1052,জনি ভাই আসার দরকার বিমান বেক কর রুগী কিছুটা সুস্থ্য হয়ে উঠছে,bully
1053,মডার্ন চোদাইতে নেক্সটাইম সাবধান নাইলে পাব্লিক আব্বুর গালফ্রেন্ড তছলিমার ঠিকানায় আপনাকেও সেন্ড দিবে,bully
1054,নুনুবেল,bully
1055,তুর জন্মর তুকে আরেক জুনে চুদি জন্মদিছে তুর ভাষার অবস্হা আল্লাহর মাপচা জলদি,bully
1056,মাগি তুই ত ভুল সিকার ভালো পারলি নাতুর জন্মের,bully
1057,ভালোবাসার উদাহরন মধ্যবিত্ত পরিবারটির তাকান রোজ খুশি থাকার নাটক আসল ভালোবাসা সেটাইযখন বাবার পকেটের শেষ কুড়ি টাকা মেয়েটার হাতে কষ্ট কলেজে হেটে যাবি প্রকৃত ভালোবাসাযখন মা প্লেটের শেষ মাংসের টুকরোটা ছেলের পাতে মাংস খেতে একদম ভালো লাগে প্রকৃত ভালোবাসা ভাই ছোট বোনটিকে চিন্তা করিস নাবেতন পেলেই তোর জামা কিনে দেব ভালোবাসা তখনই পরিপূর্ণ নেইসেটা সারাদির ঝগড়া শেষে স্বামি স্ত্রী পাশাপাশি শুয়ে স্ত্রী আসলে লাগবে ভালোবাসার ভিন্ন মানে খুজি তোমাদের ভালোবাসা মানে প্রেমিক প্রেমিকার উত্তপ্ত চুম্বন তোমরা ভালোবাসা দেখ কিশোরির উরন্ত চুলেসদ্য ফোটা গোলাপের মত গোলাপি গালে ভালোবাসা খুজি একজন মজুরের ০৮ টাকায় কেনা নুনের প্যাকেটে বোন ০৬ মাসের শিশুটিকে কোলে সারাদিন ইট ভাঙ্গেভালোবাসা সেখানেই খুজে পাই সারাদিন কষ্ট রিক্সাচালক একটা মাঝারি সাইজের রুই কিনে বাড়িতে বলেখুব সস্তা পেলামতাই কিনলাম স্ত্রী হে,bully
1058,সানিলিওনের ছোট বোন পাছা কবির,bully
1059,ছাপা সিফাতুল্লাহ দিয়ে পাছা মারাতে চাই,bully
1060,কনডম ফাটা লীগ,bully
1061,চেহারা চেহারা ২বছর বোড়ারও তাকাইবে,bully
1062,তুই পরকাল মানলে দেশে তুই কইলা মাগী তোরে ফোলো করতাম,bully
1063,পহেলা বৈশাখে চুদা দেওনাই,bully
1064,আদরের দুলালীদুধ ঝুলালি,bully
1065,একটা মাগী,bully
1066,নেক্সট টাইম কেপশনেআপনার রেট টা দিয়েন,bully
1067,অপেক্ষা মিডিয়া খেলে ফেমাস তুই পাছাতে বাশ দিলি পাছাকবির,bully
1068,তর মা জিগ্যেস কর তকে কয়জন মিলে জন্মো দিয়েছে,bully
1069,সাফা কবির সাথে ছিলো সেইটাও বড় মাগি লগে লগে থাক এইটা পড়ি,bully
1070,ঠেলার নাম বাবাজি রে মাগী তোর পরকালে বিশ্বাস কেনো তোর রাতদিন কেটে যায় নিত্য শীৎকারের সন্ধানে,bully
1071,বিশ্বাস দিনে তিন ড্রোজ দিয়ে দিস মাইগ্গার ঘরের মাগী,bully
1072,১২ টা জানালা কোনটা খুলা একটু মেনশন দাও,bully
1073,বলার সময় হুশ মুখ দিয়ে কথা বলোস পাছা দিয়ে,bully
1074,মনমানসিকতা টিভি সেট আইসা আইসা আজকে চুদা খাইসি মানুষ রা চুপ নাহইতরামি লিমিট ক্রস আরকি,bully
1075,বেশ্যা যায়,bully
1076,নুনু তে পট্রি বেধে দে পানি পরি,bully
1077,আচ্ছা ফেসবুক হ্যাক দুশ্চিন্তা পোস্ট টা,bully
1078,কঠিন ফিগার ছবি পোস্ট করোনা,bully
1079,ফেসবুক হ্যাক বিচার আল্লাহ দিবে,bully
1080,তোর বাপরে তুই চোদাদে তোর ভাইটারে চোদাদে মাগী,bully
1081,মানুষটা ভুল বুঝতে পেরেছে মাফ মালিক আল্লাহ বাজে কমেন্ট আল্লাহতায়ালা সলকে হেয়াদেত দান করুন আমিন,bully
1082,প্যান্ট খুলে যায় রে ছলেমান,bully
1083,মাগি কয় কিবাবা খাইয়া হাবা হইয়া হালি,bully
1084,প্যান্ট খুলতেছো সালমানকে দেখাওপাবলিকরে দেখায়া বোকা মেয়ে,bully
1085,গরীবের নাতাশা মালকোভা,bully
1086,জায়েদ খান মালটা,bully
1087,কুত্তার সমান দাম পেলে হেতির মেবি খারাপ সমালোচনায় আসতে চাইছে,bully
1088,পতিতা পললিতে মেয়ে ওভাবে তুই খানকি চুদা পারিস তর তো মান,bully
1089,পাগল চোদা ধনের নায়ক বাংলাদেশের চলচ্চিত্রটাকে ধংশ দিলো আবাল চুদা পুলাপাইনেবোকা চুদা ডিরেক্টর,bully
1090,তোর ছবি দেখবে বেশ্যারা,bully
1091,পুটকিতে গন্ধআমার কুত্তারে দিয়ে পরিষ্কার করাতে,bully
1092,গালাগাল দিয়ে নয়পারলে গঠনমূলক সমালোচনা করেউনার ভূল শুধরে ভূলে যাবেন নাইসলাম সহনশীলতার ধর্ম,bully
1093,আল্লাহর কাম ফেসবুক হ্যাকের বিচার করবো,bully
1094,রাগ কমবে কেমনে লিখে পোষ্ট দিলে বিশ্বাস করব ভিডিও লিখতে মূর্খ চোদা,bully
1095,লিখছেন এগুলোআপা বাদ পড়িহয়তো বৈশাখে একটু বেশী খেয়ে ফেলেছে যেটা দেখি কিভাবে বিশ্বাস করব পোষ্ট ভিডিও লিখ বিশ্বাস করব মূর্খ চোদা,bully
1096,তোর পুটকিতে ঘোড়ার হোল ঢুকে তোর পুকটি ফাটিয়ে দেবো,bully
1097,বাচ্চার খাবার ঢেকে রাখুন,bully
1098,বালের বুবলি,bully
1099,দে দে মাগিরে ভইরা দে,bully
1100,প্রশ্নঃ সাফা কবির আপু বাবা বলো তোমাকে জন্ম দিয়েছে সত্যিই বাবা বিশ্বাস করো উওরঃ একদমই বিশ্বাস করো দেখো নি বিশ্বাস জারজ সন্তান,bully
1101,বিরুদ্ধ পোস্ট হুক হাংকি কোথাকার বেইশ্যা মাগী,bully
1102,খা কিরে আন ওরে এক রাউন্ড জনি দাদার স্টাইলে মারি,bully
1103,খানকি মাগি তোর বাপ্ তোর বাপ তুই বিশ্বাস করিস তুই দেখেছিলি বাপ্ তোর মার সাথে ইয়াকরেছিলো,bully
1104,খানকি মাগি তোর বাপ্ তোর বাপ তুই বিশ্বাস করিস তুই দেখেছিলি বাপ্ তোর মার সাথে ইয়াকরেছিলো,bully
1105,তুই জার্মান সেফাত চিনস ওহ নো তুই দেখিস চিনবি পাছা দিয়ে অর্থাৎ তোর মল দ্বার দিয়ে অর্থাৎ তোর বাকি দিয়ে ঢুকায়া চিনতে পারবি খানকি তোর বাপ তুই চিনিস চিনিস,bully
1106,একটা স্ক্যান্ডাল বানাই লিংক শেয়ার করো মাফ দিবো,bully
1107,প্রশ্ন মেয়েটার কাছেসে আব্বুকে কিভাবে পিতা পরিচয় দেনকারণ জন্মদাতা,bully
1108,বৌদি ভাতার পরিবর্তন করলো,bully
1109,বেয়াদবের বাচ্চা একটা অর মা ছোট বেলায় মকতবখানায় পাঠায় কথা পারছে বেশ্যা পাড়া গেলেও বেশ্যা হইতো এইটা হইছে এতক্ষণ কমেন্ট তোর রক্তবমি হওয়া উচিৎ,bully
1110,সমস্যা ওনার সত্যিকার বাবার বীজ ওনি ননবৈধ বাবার ফসল সেটাতো ওনি দেখেন নাইতাহলে বিশ্বাস ওনি বৈধ বাবার সন্তানপ্রকৃত অবৈধ বুঝেনতো জারজ কাকে জারজের মুখে জারজী কুফরী কথা ছাড়া আশা যায়,bully
1111,বেশ্যার মেয়ে তোমারে চোদার টাইম শুওরের বাচ্চা কোথাকার,bully
1112,মালতো নাও থাকতে,bully
1113,সারাবছর ছিলা অর্ধউলঙ্গ রমজানে হয়ে গেলা পর্দাশীল,bully
1114,অশ্লীলতা কখনো ভাবি মিথিলার মত অভিনেত্রীকে এসব পোশাকে অভিনেত্রী তাহসানের জীবনে ছিলো কখনো এসব পোশাক অশ্লীলতা দেখি বাট অশ্লীলতায় ভরপুর ছি,bully
1115,পাছা কবির হাহা হাহা,bully
1116,কমেন্টবক্সে মুমিন মুসলমানদের কমেন্ট পড়ার ইসলাম একটা চুদাচুদির ধর্ম,bully
1117,মন চায়একটা রড গরম কইরাঠান্ডা দিক টা তর পাছায় ডুকাবোআর গরম দিক বাহিরে রাখব গরম বুইঝা বাহির,bully
1118,আরেকটাকে খাওয়ার ধান্দা,bully
1119,অামাদের বাংলাদেশে মালের কদর পারছে যেমনটা সানি লিওনদের,bully
1120,মানে লোকটার ছবির সাথেও ডলাডলি মোচড়ামোচরি লাগবো পোজ পান কবিগুরুর ভালবাসা দেখাইতে আসছে,bully
1121,আগামীকাল কেনো বিশ্বাস আসতে আগামীকাল টা যাইহোক কথা আপনাকে নগ্ন,bully
1122,মাগি টা পরোস কেরে,bully
1123,মাগি মাগি,bully
1124,এইমাগি,bully
1125,কিরে মাগি,bully
1126,খানকির জিয়ে নামাজ পরেনা,bully
1127,দরু মাগি কথা কস,bully
1128,নস্টামি ছাড়া সহজে ভাইরাল হওয়া যায় নাকাপড়ের খুবই অভাব,bully
1129,ডিজিটাল প্রস্টিটিউট,bully
1130,মাগীদের কথা বলি,bully
1131,কন্ডম দুর্ঘটনার ফসল এগুলা,bully
1132,ক্যারিয়ার বাঁচাতে ধর্মের আশ্রয় নিচ্ছে এইসব মাগীদের বর্জন করুন পেজ ফলোয়ার কেমনে এখনো বুজিনা,bully
1133,পরবর্তীতে খোলা দরজা চাই,bully
1134,চুদির বেটি কয়কি,bully
1135,তোর বুকে দিলাম লাথি মুখে দিলাম থুথু পাচায় দিলাম রাস্তার মোরে আইকেউলা বাঁশ,bully
1136,দুদু দুইটা বের শুভেচ্ছা টা জানালেই পারতি বেশ্যা কোথাকার,bully
1137,ঠেলায় পড়লে শয়তানো আল্লাহর নাম নেয় আপুটি চালাক যেই পারলো ক্যারিয়ার হুমকির পথে আল্লাহর নাম নিচ্ছে একজন জাত অভিনেত্রী বোধহয় ভুলে গেছিএই ভেবে আবুল বানানোর ব্যার্থ হচ্ছেতারপরও বলবো সত্যিই আল্লাহর মন ক্ষমা চেয়ে থাকেতাহলে আল্লাহ ক্ষমা দিবে উচিৎ সম্মান দেওয়ার মালিক আল্লাহ নেওয়ার মালিকও আল্লাহতুমি লাইভে প্রকাশ্যে এগুলো বল্লে আরো সুন্দর,bully
1138,দুধু দেখানো ছবি বাদ দিয়া নামাজে মন তগোরে মুসলিম কয় কেডা,bully
1139,বউ টা,bully
1140,তোমাকে লিটনের ফ্লাটে উচিং সাথে প্রিয় জনি সিন্স দাদা,bully
1141,তর জন্ম সংকিত নিশ্চই আপাটে গোপাটে হয়েছে,bully
1142,এইজে ধরেন পোলাগো নুনু কিন্তূ বিশ্বাস খুলে দেখালে বিশ্বাস সবারটা খুলে খুলে দেখেন,bully
1143,আহহা ফেসবুক হ্যাকের,bully
1144,একটা পাহার নরম,bully
1145,তুই মাগি বুঝবি কেমরে,bully
1146,চোদা খাইয়া সোজা হইয়া গেলা,bully
1147,ফেসবুক আইডির শোকে এতো দ্রুত বিশ্বাস এসেছে পরকালেআল্লাহ্র বিচার যেআল্লাহ্ হেদায়েত করুক সবাই,bully
1148,বুঝি বাংগালি জাতি কেনো মিথিলা একজন বিশ্ব খানকি নোডি এতো মাতামাতি মিথিলা একজন বুদ্ধি জীবি আঁকাটা মিথিলার বাবা বিয়ে আসুন সকলে মিলে মিশে আল্লাহ্ দোয়া চাই আল্লাহ্ যেনো করোনা গজব মাপ,bully
1149,আপু আমেরিকা হিন্দুস্থান পান্নি জা ফেলবেন মুসলিম দেশ আপনিও একজন মুসলমান ধরনের কথা কীভাবে বলেনজা বলছেন ভবিষ্যতে কথা বিরত মানুসের ক্ষমা ছেয়ে মহান আল্লাহর ক্ষমা পাবলিক আপনাকে ক্ষমা ক্ষমা আল্লাহ ভাই জা বলছেন বলছেন পাপ ভারি এইবার বিরত সত্যি কারের মুসলমান হয়ে আল্লাহর ক্ষমা ছেয়ে ভুল বুজতে পারবেনক্ষমা কেওনা ক্ষমা মালিক এক আল্লাহ রাব্বুল আলামিনআল্লাহ মেয়েটিকে হেদায়েত দান কর আমিন,bully
1150,আমরাও উনার গোপন অঙ্গ দেখিনাই মানে লেংটা দেখিনি আমটা কিভাবে বিশ্বাস করবো মেয়েপ্লিজ দেখান বিশ্বাস সুযোগ লিংক অপেক্ষায় রইলাম,bully
1151,খেলা,bully
1152,সাফা কাবির রে আনলিমিটেড ভরা উইত খাট নড়া চড়াএকটু প্যান্থারএকটু ডিউরেক্স ঠাপটা কড়া,bully
1153,পাগল চোদা,bully
1154,চাইলাম লিংকদিলো ব্লক,bully
1155,মাগি মনি,bully
1156,খানকি মাগিরে,bully
1157,এতো খানকি,bully
1158,আল্লাহ হেদায়াত করো হেদায়াতের মালিক,bully
1159,তুই একটা কানখি মাগি,bully
1160,আগের পোস্টে চুচু কইরা পাবলিকের চুন খাইয়া পোলায় মাস্ক পরছে গান রে এলাকার কুত্তার তোর চেয়ে ভাল সুরে ঘেউ ঘেউ,bully
1161,প্রস্টিটিউটটার পেইজ আনলাইক দিলাম জন্ম হইছে বনেবাদাড়ে ধর্মের বুঝবে ইভেন একটা টপ ওয়ান জারজ জারজদের জন্মাতে ধর্মের প্রয়োজন হয়না,bully
1162,নকশা দেখাবা কয়দিন কোলকাতা বাংলাদেশকে নেংটা নাচ দেখাবা,bully
1163,জনি সিন্স পাঠিয়ে দাও সুস্থ ছেড়ে দিবেন,bully
1164,আসলেতোমাদের অভিনেত্রীরা হয়এটা দুষ দুষ চরিত্রেরকারনমিয়া খলিফা উলঙ্গ তুমিও ক্যাটাগরির,bully
1165,ছবিটা কিছুক্ষণের হাসতে হাসতে স্মৃতিশক্তি হারিয়ে ফেলেছিলাম পাশে আব্বুকে বন্ধু ভেবে বললাম দোস্ত লাইটারটা দেতো বিড়ি জ্বালাবো স্মৃতি ফিরেছে ঠিকই এক কানে শুনতে পাচ্ছি,bully
1166,ধীরাশ্রমে হিন্দু নাএখন ৭থেকে ১০ পরিবার জমি নিছেতিনটি পরিবার বস বাস,bully
1167,আপা ক্ষমা মালিক আল্লাহ পোস্ট আপনের ক্যারিয়ার বাঁচাতে মানে মুখে মুখে মানুষ বুঝে আপ্নের মন অনুশোচনা আল্লাহ আপনাকে ক্ষমা,bully
1168,তুই পাছায় আইক্কা ওয়ালা বাঁশ দিলি পাছা খবিশ,bully
1169,পাছা কবির,bully
1170,পরকাল বিশ্বাস করোনা বললাআবার বলতেসো আল্লাহ জানেখাও আরো বেশী খাও কফি ছেলের সাথে নটি মেয়ে,bully
1171,মিথিলা একটা পতিতা নির্লজ্জ একটা মহিলা,bully
1172,বাঙ্গালির লেংটা মনি,bully
1173,তুই দেখিস নাতা বিশ্বাস করিস নাবেশ ভালো তোতাহলে তুই জারজ সন্তান হারামজাদীকারণ তোর বাবা তোকে জন্ম দিছে তুই দেখিস নিতাহলে তোর বাবাকে বিশ্বাস করিস কেনতোর মাকে জিজ্ঞেস করিস তোর বাবা,bully
1174,হেডা কবিরফেমাস মন চায় নাতাহলে স্টাইলে সোদা খেতে হবেএই ধরুন চিৎকাৎউপুরডগি স্টাইল আরো জনি দা ভাল জানে,bully
1175,ফটোসেশান শেষে বাঁশ বাগানের এক মাথা কাটা বাঁশের হরনি হয়ে যাইয়ো বাইদাওয়ে কাটা বাঁশের মাথায় কনডম পলিথিন ভুলো গুদ বুদা দুটোই ছিড়ে খাল হয়ে,bully
1176,জনপ্রিয়তা রাখার বাড়ানোর ক্ষমা চাওয়াটা পরিকল্পনা নয়তো এমনটাই সাফা কবির হয়তো জানেই আল্লাহর পরিকল্পনাই উত্তম পরিকল্পনা,bully
1177,গরু চুদা একটা,bully
1178,মত হাছাইয়ি পানলার মাগি,bully
1179,হিরো কনডমের মত পাতলা ভরসা,bully
1180,আইছে বোদা মারানি বোদা মারানি ছিলা কুত্তায় চুদবে,bully
1181,সাফা কবিরের কথায় নাচতেছে তারাই সানি লিওন মিয়া খলিফার ভিডিও রাতে ঘুমাতে পারেনা এরাই পরকালে এতোই বিশ্বাসী ছোট ছোট বাচ্চা মেয়েদের ধর্ষন পর্দার স্লোগান দেয় ভাই বাংলাদেশে এতো পরকালে বিশ্বাসী লোক দেশে এতো খুন চুরি ধর্ষন পুড়িয়ে মারা ফেসবুকে স্টেটাস আল্লাহ কিছুর হিসাব নেবেন পরকালে গভীর রাতে মিয়া খলিপার স্মৃতি নিয়া ঘুমাইয়া বিছানা নোংরা আল্লাহ আপনাকে খুশি হইয়া বেহেশতে দিবেন হায় বাংলার ইসলাম প্রেমী,bully
1182,তোর আল্লাহ বিচার দিলি তুই পরোকাল বিশ্বাস করিস তোর মত প্রস্টিটিড উলঙ্গ পাথর নিক্ষেপ মারা উচিৎ,bully
1183,ল্যাংটা ছবি আর্ট,bully
1184,তর মত মাগিরা ইসলাম বিদ্রোহি আলোচনায় আসতে চাস তাইনা,bully
1185,অশিক্ষিত বর্বর আচোদা টা সেফুদার পাঠিয়ে তলঠাপ খাওয়ানো,bully
1186,মিথিলা আপু বাবা বুইরা সৃজিত কেমন,bully
1187,এগুলা অভিনেত্রী বানায় আসলে পতিতা বানানোর মেশিন চুদা পপুলার আসলে এক নাম্বার পতিতা বাংলাদেশের,bully
1188,মহামারীর সময়ে বিবাহিত জীবন দোচার মত এত্ত টাইম পাবলিকের,bully
1189,তোর বাবা তোর মায়ের সাথে সহবাস তোরে পয়দা তুই দেখিসনি তুই বিশ্বাস করিসনাতাহলে তুইতো জারজ,bully
1190,চরম ভাল্লাগতো তোমারে তুমিতো মিয়া একটা বেইশ্যা খারাপ হয়ে গেলা হাজারো মাফ চাইলেও পাবলিক মন পাবে কারন পাবলিক তোমারে মন ভালোবাসতো,bully
1191,রমজানে হিজাবীআর বাকি সময় সানি লিওনি,bully
1192,বাংলাদেশ গরু ছাগল উৎপাদনের আদর্শ দেশ ফেসবুক হতো খালেদা জিয়া ২০০১২০০৫ ছাগল পালন করিয়ে বাংলাদেশের মানুষের ভাগ্য উন্নয়ন চেয়েছিলেন বুঝতে পারলাম ছাগল দিয়ে ছাগল লাল পালন চেয়েছিলেন,bully
1193,আল্লাহ ফেসবুক আইডি হ্যাক হইসে তুমার বিচার দিলামওই সবাই মুনাজাত ধর,bully
1194,ইংরেজি চোদায়,bully
1195,সাফা কবিরফকিন্নি চোদা শাওয়ার বাল বাপ মার হাংগা দেখছোদেখোনি এলাকার দারোয়ান গুলারে আব্বা ডাইকো,bully
1196,আন্তর্জাতিক পতিতার জানালা সবসময় খোলা,bully
1197,লেংটা হয়ে ছবি দিলেই ত পারতেন,bully
1198,বেশ্যা মাগী,bully
1199,রমযান বলবনা তর মত মেয়েদের কারনে দেশ টা নষ্ট হইতাছে বেশ্যা রমযান মাসে ভাল হওয়ার,bully
1200,ইজ্জত হারালি কোথায়,bully
1201,তুই কই এসেছ জানিসসেটাকি দেখেশিসতাহলে তর মাবাপের বিয়ের বড়যাত্রা তুই এটেন্ড করেছিলেযেমন গাছ ফলএইগুলিরে জুতা পিটা,bully
1202,ভোট ডাকাত সরকারের এজেন্ট,bully
1203,জুতা দিয়ে গালে মারা আবাল দিয়ে বাঁচার মিথ্যুক একটা নিশিত পিছনে শক্তি এসব বলেছে মিন্টু রোডের রিমান্ডে গরম ডিম ডোকালে বের হয়ে আসবে সাম্প্রদায়িক দাঙ্গা লাগানোর একটা অপচেষ্টা,bully
1204,তোরে জুতা পিডা দিয়া হোয়াইট হাউসের বুয়া বানাই দেয়া,bully
1205,যেভাবে চারদিকে দূর্ণীতি লুটপাট হয়েছে আতংকে আছি জানি পুরো দেশটাই ধ্বংস হয়ে যায়,bully
1206,আবালে তাকায় কেম্নে খাইয়ালব্ব,bully
1207,অভিযোগ দিছো ভালো কথা তুই ভুয়া তথ্য দিলি,bully
1208,এক মিথ্যাবাদী দেশ দ্রহী,bully
1209,সাবধান মহিলা জংগীবাদে উস্কানি দিচ্ছে মিথ্যা বক্তব্যের পরিপেক্ষিতে সন্ত্রাসী জংগীভাবে প্রতিবাদ উদ্দেশ্য পূরণ বড় ষড়যন্ত্রের অংশ মহিলার উদ্যোগ অপেক্ষায় রইলাম রাষ্ট্রদ্রোহিতার বিচারের আওতাধীনে আনা,bully
1210,ওরে ভাই কাবিল টারে লাথি মারা উচিৎ,bully
1211,ভাবতাছিকবে সাফারে কোপাইবো,bully
1212,আজব রাজার অবাক দেশ উন্নয়নে চলছে শহিদুলের কথা মানতে পায় ব্যথা প্রিয়ার দেশকে ব্যাথাহয়ে যায় অন্যান্য কথা মিন্নি মেয়েটি পায়না উকিলপ্রিয়ার দেশদ্রোহে মামলাই নেয় গো উকিলবাঁচাতে গিযে স্বামীকে মিন্নি হয়ে গেলো ভিলেন গিন্নী ফাঁসিয়ে দিয়ে দেশকে প্রিয়া দিদিহবেন হয়তো দেশপ্রেমী মমতা দিদি,bully
1213,হায়রে কপাল দেশভাগের গল্প দিচ্ছে হাস্যকর মানুষের কথা বাদ দিলাম পরিচিত হিন্দু ছোট ভাই বোন পরিবার সমেত আমেরিকা পাড়ি দিয়েছে গত বছরে বিতারিত নির্যাতিত কোনটা,bully
1214,তোর মুখে জুতা মারা দরকার তোর ক্ষমা চাইলে শেষএতো সহজ সবক্যারিয়ারের ভয়ে আসছে সরি মারাইতে,bully
1215,ছোটলোকের বাচচার করছ জুতা দিয়া তোর হিরুর পাছা লাল করতাম,bully
1216,জুতা পেটা শালি রাজাকার,bully
1217,হটাও লীগ বাঁচাও দেশ,bully
1218,লড়াই রাজপথে,bully
1219,রাইট সরকারী চরগুলোরে লাথি মেরে বের,bully
1220,ভারতীয় মদদপুষ্ট লীগ হটাও,bully
1221,নাস্তিকরা জ্ঞান দেয় নাস্তিকের গালে জুতা মারি সাথে আবাল সাংবাদিক,bully
1222,দেশাদ্রোহী শুধুমাত্র বহিষ্কার,bully
1223,সেন্ডেল দিয়ে মেরে মুখ ফাটিয়ে দেয়া দরকার,bully
1224,ফাসিক নাস্তিক হয়ে গেলেন ইসলামের ১টি স্তম্ভ অস্বীকার প্রশ্ন কর্তাকে হেয় প্রশ্ন কালেমা পড়ে মুসলমান হোন তওবা মসজিদের হুজুরের কালেমা পড়ে মুসলিম হোন,bully
1225,জুতা মারলে,bully
1226,আসিফের বাবা নিশ্চয় কুকুর প্রজাতিরকিংবা গরুর কারন কুকুর মনিবের দেখবাল করেআর গরুর চামড়ায় জুতা তৈরি হয়তবে সন্তানের মত স্নেহ যায়স্থান দিয়ে নহে আসিফ জাতের একজন পোষা কুকুর গরু বিষয়ে জেনে লিখে যাবেন তাতো জেনে ভুল ধরেনতা আবোল তাবোল যাবেন এইখান ওইখান থেকেপালিয়ে বেচে যাবেন কেমন সাহসিযুক্তি দিয়ে নিজ দেশে বেচে থাকার আরতি দেখান তবেই বলব সাহসী দূর ঘেউ ঘেউ শোভাকর আপনাদের মত তথাকথিত ব্লগারদের শুধুমাত্র কুকুরের স্বভাব এটাকে বাক স্বাধীনতা নাযদি হয়আসিফকে বলুন মাকে বিয়ে প্রস্তাব বাবার যায়কিংবা মায়ের বাড়ির গুরুজনের বলুন মা বোনের সাথে এক সাথে সেক্স করতেযদি দরে নেব আসল নাস্তিক কারন মানবিক সম্পক খাও দাও ফাক কর নীতিতে বিশ্বাস নিরীশ্বর বাদ নাইকেউ একজন সৃষ্টিকর্তা ধ্রমের বিশ্বাস করুন আল্লাহ্অন্যের ভগবানঅন্যের ঈশ্বর মানতেই একজন আছেনযার ইশারায় চলমান যদ,bully
1227,ভাবছ,bully
1228,ইবলিশের বাচ্চা বাহির হ দেশ জুতার মালা পরাইয়া তসলিমা নাসরিনের কাহিনি,bully
1229,নাস্তিকের ফাসি চাই,bully
1230,মুখে মুখে বলছে রাস্তায় নামুন বুঝুম,bully
1231,গান ডা ভালো নুবেল রে রিপোর্ট মারুম,bully
1232,আহসান উল্লাহ্ নেছারী জুতা পেটা,bully
1233,গুলিকে জুতা দিয়ে মারা দরকার,bully
1234,তোরে জুতা দিয়ে মারা দরকার,bully
1235,তোরে জুতা দিয়ে পিডাইয়া মাথার চারা ফাটাইয়া ফালামু,bully
1236,অরে বাংলাদেশে আসলে গরম ডিম,bully
1237,চোপ,bully
1238,জুতা পেটা,bully
1239,ভাই খামারের লোকজনের বেতন উপদেশ,bully
1240,ওরে সবাই আনলাইক বুঝাই,bully
1241,কমেন্ট পরতে আইছি বানান থাকলে সাইবার আইনে মামলা করবো কেয়ারফুল,bully
1242,তোর রে সাফা,bully
1243,খাংকি তুই দেশে আয় তোর মাথা নেড়া জুতার মালা দিয়ে ঘোরানো,bully
1244,বুঝলাম তোদের জবাই,bully
1245,মানবতা অপরাধীর শাস্তি হওয়া চাই,bully
1246,জুতা মারা দরকার ছাগলের বাচ্চা রমজানের পবিত্রতা রাখ শালা আবাল,bully
1247,হারামজাদী তোরে ছিঁড়া জুতা দিয়া বাইরান দরকার,bully
